Title,Address,Price,Size,bedrooms,bathrooms,ContactName,ContactPhone
Baix Empordà…,"Girona, Spain","€2,200,000",7Bedrooms,5Bathrooms,Tom Maidment,+34 872 22 32 62+34 872 22 32 62
"Eixample Right, Barcelona City…","Barcelona, Spain","€925,000",3Bedrooms,2Bathrooms,Cristina Rosello,+34 933 562 989+34 933 562 989
"Eixample Right, Barcelona City…","Barcelona, Spain","€798,000",2Bedrooms,2Bathrooms,Cristina Rosello,+34 933 562 989+34 933 562 989
"Eixample Right, Barcelona City…","Barcelona, Spain","€745,000",2Bedrooms,2Bathrooms,Cristina Rosello,+34 933 562 989+34 933 562 989
"Eixample Right, Barcelona City…","Barcelona, Spain","€515,000",2Bedrooms,1Bathrooms,Cristina Rosello,+34 933 562 989+34 933 562 989
"Turó Park, Barcelona City…","Barcelona, Spain","€1,150,000",5Bedrooms,2Bathrooms,Cristina Rosello,+34 933 562 989+34 933 562 989
"Tres Torres, Barcelona City…","Barcelona, Spain","€3,840,000",6Bedrooms,7Bathrooms,Cristina Rosello,+34 933 562 989+34 933 562 989
"Eixample Right, Barcelona City…","Barcelona, Spain","€699,000",3Bedrooms,3Bathrooms,Cristina Rosello,+34 933 562 989+34 933 562 989
…,"Escaldes, Andorra","€1,650,000",3Bedrooms,2Bathrooms,Jordi Tapies,+376 775 077+376 775 077
Med Hills Resort…,"Calle Zorzal 16 Fuengirola, 29640","€176,000 -​ €277,600",,,David Gámez Sánchez,+34 952 062 782+34 952 062 782
Title,Address,Price,Size,bedrooms,bathrooms,ContactName,ContactPhone
"Golden Mile, Marbella…","Costa del Sol, Spain","€3,950,000",4Bedrooms,5Bathrooms,Arjen Spittael,+34 637 996 636+34 637 996 636
Gavà Mar…,"Barcelona, Spain","€699,000",4Bedrooms,2Bathrooms,Anastasiya Krauchanka,+34 930 022 023+34 930 022 023
"Eixample Right, Barcelona City…","Barcelona, Spain","€1,620,000",2Bedrooms,3Bathrooms,Cristina Rosello,+34 933 562 989+34 933 562 989
"Eixample Right, Barcelona City…","Barcelona, Spain","€1,150,000",2Bedrooms,1Bathrooms,Cristina Rosello,+34 933 562 989+34 933 562 989
Alicante ciudad…,"Alicante, Spain","€565,000",5Bedrooms,4Bathrooms,Valentina Sileike,+34 966 048 356+34 966 048 356
Nueva Hilera…,"Peso de La Harina 13 - Málaga, 29007","€199,000 -​ €292,600",1Bedrooms,1Bathrooms,Nuria Villarrubia Mendoza,+34 952 062 782+34 952 062 782
Penthouse…,"Pollensa, Mallorca, 07460","€775,000",4Bedrooms,3Bathrooms,Alice Storrie,+44 (0) 20 7016 3866+44 (0) 20 7016 3866
Villa…,"Costa D'en Blanes, Calvià, Mallorca, 07181","€1,950,000",5Bedrooms,4Bathrooms,Alice Storrie,+44 (0) 20 7016 3866+44 (0) 20 7016 3866
Villa…,"Costa D'en Blanes, Calvià, Mallorca, 07181","€1,790,000",3Bedrooms,3Bathrooms,Alice Storrie,+44 (0) 20 7016 3866+44 (0) 20 7016 3866
Villa…,"Bonaire, Alcudia, Mallorca, 07400","€3,250,000",4Bedrooms,2Bathrooms,Alice Storrie,+44 (0) 20 7016 3866+44 (0) 20 7016 3866
Country House…,"Lloseta, Mallorca, 07360","€3,800,000",9Bedrooms,10Bathrooms,Alice Storrie,+44 (0) 20 7016 3866+44 (0) 20 7016 3866
Bonaire…,"Mallorca, Spain","€5,500,000",5Bedrooms,5Bathrooms,Alice Storrie,+44 (0) 20 7016 3866+44 (0) 20 7016 3866
Godella / Rocafort…,"Valencia, Spain","€1,675,000",8Bedrooms,5Bathrooms,Estefania Roig,+34 960 077 790+34 960 077 790
"Sant Francesc, Valencia City…","Valencia, Spain","€675,000",4Bedrooms,2Bathrooms,Estefania Roig,+34 960 077 790+34 960 077 790
"El Pla del Remei, Valencia City…","Valencia, Spain","€600,000",3Bedrooms,2Bathrooms,Estefania Roig,+34 960 077 790+34 960 077 790
Torrelodones…,"Madrid, Spain","€965,000",4Bedrooms,5Bathrooms,,+34 912 624 578+34 912 624 578
Title,Address,Price,Size,bedrooms,bathrooms,ContactName,ContactPhone
"Golden Mile, Marbella…","Costa del Sol, Spain","€2,100,000",3Bedrooms,3Bathrooms,Arjen Spittael,+34 637 996 636+34 637 996 636
"Eixample Right, Barcelona City…","Barcelona, Spain","€1,295,000",4Bedrooms,4Bathrooms,Cristina Rosello,+34 933 562 989+34 933 562 989
"Eixample Left, Barcelona City…","Barcelona, Spain","€945,000",5Bedrooms,3Bathrooms,Cristina Rosello,+34 933 562 989+34 933 562 989
Playa de San Juan…,"Alicante, Spain","€1,150,000",7Bedrooms,7Bathrooms,Valentina Sileike,+34 966 048 356+34 966 048 356
Rambla Catalunya…,"Barcelona, Spain, 08007","€1,150,000 -​ €2,250,000",1Bedrooms,2Bathrooms,Bianca Arcori,+44 (0) 207 016 3740+44 (0) 207 016 3740
…,"La Cerdanya, Spain","€570,000",3Bedrooms,3Bathrooms,Alencar Dols,+34 872 506 102+34 872 506 102
La Cañada…,"Valencia, Spain","€650,000",5Bedrooms,3Bathrooms,Estefania Roig,+34 960 077 790+34 960 077 790
Godella / Rocafort…,"Valencia, Spain","€1,900,000",5Bedrooms,6Bathrooms,Estefania Roig,+34 960 077 790+34 960 077 790
Tarragona City…,"Tarragona, Spain","€575,000",4Bedrooms,3Bathrooms,Raúl Anguera,+34 977 13 98 98+34 977 13 98 98
Tarragona City…,"Tarragona, Spain","€575,000",4Bedrooms,3Bathrooms,Raúl Anguera,+34 977 13 98 98+34 977 13 98 98
Tarragona City…,"Tarragona, Spain","€745,000",4Bedrooms,3Bathrooms,Raúl Anguera,+34 977 13 98 98+34 977 13 98 98
Platja d'Aro…,"Costa Brava, Spain","€3,000,000",6Bedrooms,5Bathrooms,Robin Veerman,+34 872 025 008+34 872 025 008
Benissa…,"Costa Blanca, Spain","€995,000",7Bedrooms,5Bathrooms,Emma Price,+34 965 79 33 63+34 965 79 33 63
Jávea…,"Costa Blanca, Spain","€790,000",4Bedrooms,3Bathrooms,Emma Price,+34 965 79 33 63+34 965 79 33 63
Jávea…,"Costa Blanca, Spain","€799,000",6Bedrooms,4Bathrooms,Emma Price,+34 965 79 33 63+34 965 79 33 63
Title,Address,Price,Size,bedrooms,bathrooms,ContactName,ContactPhone
Baix Empordà…,"Girona, Spain","€1,975,000",5Bedrooms,3Bathrooms,Tom Maidment,+34 872 22 32 62+34 872 22 32 62
"Eixample Right, Barcelona City…","Barcelona, Spain","€970,000",4Bedrooms,3Bathrooms,Cristina Rosello,+34 933 562 989+34 933 562 989
"Eixample Left, Barcelona City…","Barcelona, Spain","€540,000",3Bedrooms,2Bathrooms,Cristina Rosello,+34 933 562 989+34 933 562 989
Alicante ciudad…,"Alicante, Spain","€585,000",4Bedrooms,2Bathrooms,Valentina Sileike,+34 966 048 356+34 966 048 356
San Juan Alicante…,"Alicante, Spain","€950,000",5Bedrooms,3Bathrooms,Valentina Sileike,+34 966 048 356+34 966 048 356
San Juan Alicante…,"Alicante, Spain","€850,000",5Bedrooms,4Bathrooms,Valentina Sileike,+34 966 048 356+34 966 048 356
La Eliana…,"Valencia, Spain","€1,250,000",6Bedrooms,4Bathrooms,Estefania Roig,+34 960 077 790+34 960 077 790
"Sant Cugat centre, Sant Cugat…","Barcelona, Spain","€900,000",5Bedrooms,3Bathrooms,,+34 930 23 58 07+34 930 23 58 07
East Málaga…,"Málaga, Spain","€1,250,000",6Bedrooms,4Bathrooms,Rodolfo Nuñez,+34 952 643 015+34 952 643 015
Baix Empordà…,"Girona, Spain","€1,525,000",4Bedrooms,5Bathrooms,Tom Maidment,+34 872 22 32 62+34 872 22 32 62
"Sarrià, Barcelona City…","Barcelona, Spain","€1,165,000",4Bedrooms,2Bathrooms,Cristina Rosello,+34 933 562 989+34 933 562 989
"Sarrià, Barcelona City…","Barcelona, Spain","€1,180,000",4Bedrooms,2Bathrooms,Cristina Rosello,+34 933 562 989+34 933 562 989
"Poblenou, Barcelona City…","Barcelona, Spain","€559,000",3Bedrooms,2Bathrooms,Cristina Rosello,+34 933 562 989+34 933 562 989
"Poblenou, Barcelona City…","Barcelona, Spain","€519,000",3Bedrooms,2Bathrooms,Cristina Rosello,+34 933 562 989+34 933 562 989
"Eixample Right, Barcelona City…","Barcelona, Spain","€770,000",2Bedrooms,2Bathrooms,Cristina Rosello,+34 933 562 989+34 933 562 989
Title,Address,Price,Size,bedrooms,bathrooms,ContactName,ContactPhone
"Sant Gervasi - Galvany, Barcelona City…","Barcelona, Spain","€1,275,000",5Bedrooms,3Bathrooms,Cristina Rosello,+34 933 562 989+34 933 562 989
…,"Escaldes, Andorra","€2,250,000",4Bedrooms,3Bathrooms,Jordi Tapies,+376 775 077+376 775 077
Finestrat / Sierra Cortina…,"Costa Blanca, Spain","€1,375,000",3Bedrooms,2Bathrooms,José Coronel,+34 965 208 331+34 965 208 331
"Sant Cugat centre, Sant Cugat…","Barcelona, Spain","€1,100,000",4Bedrooms,3Bathrooms,,+34 930 23 58 07+34 930 23 58 07
Boadilla del Monte…,"Madrid, Spain","€1,850,000",5Bedrooms,6Bathrooms,Barend Hart,+34 699 095 185+34 699 095 185
Pozuelo…,"Madrid, Spain","€899,900",4Bedrooms,3Bathrooms,Barend Hart,+34 699 095 185+34 699 095 185
Platja d'Aro…,"Costa Brava, Spain","€2,650,000",6Bedrooms,6Bathrooms,Robin Veerman,+34 872 025 008+34 872 025 008
Sant Feliu de Guíxols…,"Costa Brava, Spain","€1,250,000",7Bedrooms,4Bathrooms,Robin Veerman,+34 872 025 008+34 872 025 008
"Vilassar de Mar, Maresme Coast…","Barcelona, Spain","€850,000",3Bedrooms,2Bathrooms,Tom Maidment,+34 935 952 490+34 935 952 490
East Málaga…,"Málaga, Spain","€1,378,650",5Bedrooms,3Bathrooms,Rodolfo Nuñez,+34 952 643 015+34 952 643 015
"Justicia, Madrid City…","Madrid, Spain","€850,000",2Bedrooms,2Bathrooms,Esther Gladen,+34 912 900 182+34 912 900 182
"Justicia, Madrid City…","Madrid, Spain","€799,000",4Bedrooms,4Bathrooms,Esther Gladen,+34 912 900 182+34 912 900 182
Jávea…,"Costa Blanca, Spain","€1,850,000",,,Emma Price,+34 965 79 33 63+34 965 79 33 63
Pla de l'Estany…,"Girona, Spain","€3,750,000",8Bedrooms,10Bathrooms,Tom Maidment,+34 872 22 32 62+34 872 22 32 62
Llanca / Port de la Selva…,"Costa Brava, Spain","€1,175,000",4Bedrooms,4Bathrooms,Tom Maidment,+34 872 22 32 62+34 872 22 32 62
Blanes…,"Costa Brava, Spain","€2,950,000",11Bedrooms,9Bathrooms,Tom Maidment,+34 872 22 32 62+34 872 22 32 62
